subject,run,family,sfreq,n_channels,duration_s,n_annotations,n_T0,n_T1,n_T2,other_labels,ch_names_hash,error
61,3,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
61,7,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
61,11,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
61,4,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
61,8,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
61,12,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
62,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
62,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
62,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
62,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
62,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
62,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
63,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
63,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
63,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
63,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
63,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
63,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
64,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
64,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
64,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
64,4,imagined_lr,160.0,64,124.0,30,15,8,7,[],737393259880580152,
64,8,imagined_lr,160.0,64,124.0,30,15,8,7,[],737393259880580152,
64,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
65,3,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
65,7,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
65,11,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
65,4,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
65,8,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
65,12,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
66,3,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
66,7,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
66,11,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
66,4,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
66,8,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
66,12,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
67,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
67,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
67,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
67,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
67,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
67,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
68,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
68,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
68,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
68,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
68,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
68,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
69,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
69,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
69,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
69,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
69,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
69,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
70,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
70,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
70,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
70,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
70,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
70,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
71,3,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
71,7,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
71,11,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
71,4,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
71,8,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
71,12,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
72,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
72,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
72,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
72,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
72,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
72,12,imagined_lr,160.0,64,124.0,30,15,8,7,[],737393259880580152,
73,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
73,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
73,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
73,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
73,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
73,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
74,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
74,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
74,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
74,4,imagined_lr,160.0,64,124.0,30,15,8,7,[],737393259880580152,
74,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
74,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
75,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
75,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
75,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
75,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
75,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
75,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
76,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
76,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
76,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
76,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
76,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
76,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
77,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
77,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
77,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
77,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
77,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
77,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
78,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
78,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
78,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
78,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
78,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
78,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
79,3,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
79,7,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
79,11,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
79,4,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
79,8,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
79,12,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
80,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
80,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
80,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
80,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
80,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
80,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
81,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
81,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
81,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
81,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
81,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
81,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
82,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
82,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
82,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
82,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
82,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
82,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
83,3,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
83,7,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
83,11,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
83,4,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
83,8,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
83,12,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
84,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
84,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
84,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
84,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
84,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
84,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
85,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
85,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
85,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
85,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
85,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
85,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
86,3,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
86,7,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
86,11,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
86,4,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
86,8,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
86,12,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
87,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
87,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
87,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
87,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
87,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
87,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
88,3,executed_lr,128.0,64,124.0,38,19,9,10,[],737393259880580152,
88,7,executed_lr,128.0,64,124.0,38,19,10,9,[],737393259880580152,
88,11,executed_lr,128.0,64,124.0,38,19,9,10,[],737393259880580152,
88,4,imagined_lr,128.0,64,124.0,38,19,10,9,[],737393259880580152,
88,8,imagined_lr,128.0,64,124.0,38,19,10,9,[],737393259880580152,
88,12,imagined_lr,128.0,64,124.0,38,19,9,10,[],737393259880580152,
89,3,executed_lr,160.0,64,181.0,44,22,11,11,[],737393259880580152,
89,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
89,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
89,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
89,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
89,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
90,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
90,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
90,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
90,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
90,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
90,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
91,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
91,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
91,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
91,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
91,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
91,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
92,3,executed_lr,128.0,64,124.0,38,19,10,9,[],737393259880580152,
92,7,executed_lr,128.0,64,124.0,38,19,10,9,[],737393259880580152,
92,11,executed_lr,128.0,64,124.0,38,19,10,9,[],737393259880580152,
92,4,imagined_lr,128.0,64,124.0,38,19,9,10,[],737393259880580152,
92,8,imagined_lr,128.0,64,124.0,38,19,9,10,[],737393259880580152,
92,12,imagined_lr,128.0,64,124.0,38,19,9,10,[],737393259880580152,
93,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
93,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
93,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
93,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
93,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
93,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
94,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
94,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
94,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
94,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
94,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
94,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
95,3,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
95,7,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
95,11,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
95,4,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
95,8,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
95,12,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
96,3,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
96,7,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
96,11,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
96,4,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
96,8,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
96,12,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
97,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
97,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
97,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
97,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
97,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
97,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
98,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
98,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
98,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
98,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
98,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
98,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
99,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
99,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
99,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
99,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
99,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
99,12,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
100,3,executed_lr,128.0,64,123.0,24,12,6,6,[],737393259880580152,
100,7,executed_lr,128.0,64,123.0,24,12,6,6,[],737393259880580152,
100,11,executed_lr,128.0,64,123.0,24,12,6,6,[],737393259880580152,
100,4,imagined_lr,128.0,64,123.0,24,12,6,6,[],737393259880580152,
100,8,imagined_lr,128.0,64,123.0,24,12,6,6,[],737393259880580152,
100,12,imagined_lr,128.0,64,123.0,24,12,6,6,[],737393259880580152,
101,3,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
101,7,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
101,11,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
101,4,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
101,8,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
101,12,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
102,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
102,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
102,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
102,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
102,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
102,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
103,3,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
103,7,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
103,11,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
103,4,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
103,8,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
103,12,imagined_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
104,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
104,7,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
104,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
104,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
104,8,imagined_lr,160.0,64,106.0,26,13,7,6,[],737393259880580152,
104,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
105,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
105,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
105,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
105,4,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
105,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
105,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
106,3,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
106,7,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
106,11,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
106,4,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
106,8,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
106,12,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
107,3,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
107,7,executed_lr,160.0,64,125.0,30,15,7,8,[],737393259880580152,
107,11,executed_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
107,4,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
107,8,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
107,12,imagined_lr,160.0,64,125.0,30,15,8,7,[],737393259880580152,
108,3,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
108,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
108,11,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
108,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
108,8,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
108,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
109,3,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
109,7,executed_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
109,11,executed_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
109,4,imagined_lr,160.0,64,123.0,30,15,7,8,[],737393259880580152,
109,8,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
109,12,imagined_lr,160.0,64,123.0,30,15,8,7,[],737393259880580152,
